rsi,cycle,band,atr,obv,accdist,label
57.73,0.1821,204.8676,0.2321,30678,-357027.12,false
59.09,0.0351,204.9621,0.1983,432245,-161789.48,false
57.27,0.1269,435.7374,0.3161,281395,-20055.57,false
55.31,0.0672,114.3131,0.135,929452,239725.19,true
58.84,0.0268,114.3121,0.1251,1344095,308057.5,false
59.41,0.0186,436.2418,0.2343,296511,38203.8,false
63.54,0.0667,436.1953,0.2436,353717,72479.01,false
63.02,-0.0024,114.3102,0.1044,2268269,1028678.94,false
64.95,0.0162,114.3044,0.1001,2879230,1252131,false
60.15,0.0478,114.6017,0.0833,2938549,886211.2,false
62.18,0.0666,114.6118,0.0826,2943742,900107.6,false
64.18,-0.0193,114.5992,0.0883,2721199,868722.75,false
53.31,0.1113,435.9692,0.209,303479,40091.46,false
64.25,0.0054,114.5836,0.0854,2940323,851229,false
54.52,0.1212,204.6724,0.1328,244680,-219435.25,false
55.48,0.0353,204.6942,0.1469,72078,-278171.3,false
61.02,0.0628,204.6633,0.1551,60733,-199937.62,false
61.84,0.0124,204.6269,0.1613,-75356,-269801.72,false
65.31,0.0171,204.5792,0.1591,62296,-103283.13,false
47.03,0.4322,434.8477,0.3614,62805,-92771.75,false
52.96,0.4125,434.8502,0.3757,91962,-74781.45,false
47.77,0.0367,114.3071,0.1077,-904663,-899690.75,false
49.51,0.0634,114.31,0.1037,-1029339,-829140.75,false
50.56,0.1757,434.812,0.3166,-114217,-158794.44,false
44.01,0.1215,203.6426,0.1778,-699404,-591805.8,true
51.67,0.0788,114.2712,0.1069,-1331709,-678544.75,false
50.79,0.0467,203.7573,0.1651,-603928,-432770.5,true
57.23,0.0717,203.7282,0.1688,-391098,-255884.27,true
62.82,0.1221,203.67,0.1747,-483525,-211474.6,false
64.33,0.1214,203.6191,0.1715,-434887,-182740.66,false
59.49,0.0599,434.8392,0.2956,-76211,-158343.12,false
63.39,-0.0443,203.5634,0.1971,-317404,-135295.61,false
65.43,0.0341,203.5423,0.2036,-252296,-31314.43,false
67.79,0.0046,203.7743,0.2051,499173,74567.18,false
70.07,0.0462,203.9,0.2044,697395,231452.2,false
56.31,0.102,435.3123,0.2662,-135339,-57778.19,false
61.6,0.0313,435.3027,0.2445,-102780,-10329.88,false
52.79,0.1012,203.8724,0.242,78771,-32214.68,true
59.06,0.3306,203.8713,0.2706,362399,350954.5,false
59.76,0.1697,203.8785,0.2707,192723,554756.1,false
0,-401.3249,0,0,0,0,false
0,-77.9338,0,0,0,0,false
58.56,-7.7933,0,0.2936,0,0,false
65.16,-21.3893,0,0.6906,0,0,false
58.87,-5.5465,0,0.2769,0,0,false
65.26,-1.1202,434.3805,0.5112,0,0,false
65.41,-0.634,434.3225,0.503,0,0,false
58.01,-0.1002,113.5301,0.2425,0,0,false
58.26,-0.0496,113.5752,0.2291,0,0,false
61.78,0.1729,434.9236,0.5793,0,0,false
34.19,0.0595,199.4033,0.3303,0,0,false
54.87,0.1081,113.1084,0.2189,0,0,false
57.33,0.3126,434.5218,0.4044,92880,80384.92,true
61.02,0.4308,434.534,0.4151,68812,56316.92,true
51.35,0.1265,112.7794,0.1726,-4386794,644127.6,true
62.23,0.3677,434.5026,0.4135,126927,78141.96,true
54.27,0.1989,112.7999,0.1747,-3364279,1234392.4,true
43.79,0.135,198.1808,0.3052,-457949,-1330042.1,false
65.43,0.0662,434.4018,0.4094,229808,92525.81,true
67.73,0.0521,434.2605,0.4485,269213,45200.07,true
58.41,0.017,112.8055,0.1652,-3781540,911769.44,true
68.92,0.0578,434.164,0.4413,192856,55563.71,true
48.16,0.0841,198.2678,0.2804,819301,-786668.7,false
50.23,0.1258,198.2714,0.2668,1070997,-584797,false
71.14,0.0152,434.9355,0.3731,139168,104736.24,false
60.98,0.0151,112.8742,0.1296,-2557835,829158.1,true
61.23,0.0567,112.9446,0.1267,-2634926,647732.56,true
64.82,0.0252,113.1175,0.1154,-2202184,610998.75,false
69.16,0.0844,435.8803,0.2917,118750,115248.38,false
70.04,0.1184,435.9722,0.2996,67623,161078.22,false
75.14,0.1542,435.9483,0.3075,167301,216721.69,false
65.17,0.0205,113.2232,0.12,-1476807,754408.8,false
52.1,0.0818,198.5455,0.189,338151,-585860.7,false
60.52,0.0696,113.4677,0.1335,907538,1311674.9,true
55.48,0.1195,198.5902,0.2112,-32512,-688969.4,false
59.72,0.0063,198.557,0.2047,-233502,-698120.2,false
63.93,0.0946,198.5006,0.2097,-150775,-647549,false
46.6,0.1929,435.8151,0.308,203440,185976.44,true
52.83,0.1993,435.8548,0.2994,234731,197068.6,false
63.75,0.0164,113.4863,0.1198,448686,1048968.9,false
68.21,0.0962,198.4057,0.2012,465915,-268507.9,false
58.5,0.2471,435.8736,0.3158,309353,246401.88,false
70.04,0.0326,113.4584,0.1228,1906408,1891857,false
71.1,0.0113,113.4994,0.1072,2242542,1710330.1,false
58.24,0.0927,198.6126,0.2114,481482,-28579.62,false
55.56,0.0149,436.323,0.2834,174157,197993.25,true
51.75,0.0191,198.6859,0.1899,-398775,-156813.2,true
59.54,0.0997,436.3457,0.2712,141034,212855.5,true
56.74,0.0381,198.6874,0.1762,-183364,44251.13,true
60.44,0.1089,436.3579,0.2594,182545,215937.75,false
51.7,0.039,113.4022,0.1247,1603787,1610289.1,false
52.28,0.0773,113.438,0.124,1946708,1597810.4,false
60.39,0.189,436.4243,0.275,127580,167437.73,true
62.11,0.1222,436.4037,0.2699,148306,177838.05,true
64.9,0.0928,436.3832,0.2556,131550,155383.8,true
56.99,0.0184,198.7747,0.1446,-400236,54106.37,true
59.68,0.0816,198.8231,0.1446,-198241,132185.88,true
63.41,0.0307,198.777,0.1602,-179941,109133.32,false
54.19,0.0466,113.4773,0.1073,898079,794291.25,false
64.85,0.106,198.73,0.1627,-315,242247.84,false
62.29,0.0333,436.6238,0.2547,69931,107647.01,true
55.52,0.0138,113.507,0.1035,622645,751184.5,false
65.81,0.0563,436.6931,0.25,43993,112818.86,true
67.72,0.0162,198.6505,0.1759,64480,171415.8,false
69.14,0.1399,436.6634,0.2647,105920,130534.05,true
64.23,0.0495,437.1843,0.2927,144728,161464.72,true
57.59,0.0165,113.5677,0.0785,953023,1089493.1,false
65.33,0.0785,437.2498,0.2746,217851,177701.16,true
64.79,0.023,113.5799,0.0746,1416326,1043129,false
69.54,0.1193,437.2395,0.2724,243123,211992.7,false
71.17,0.1597,437.2247,0.2692,260232,224551.16,false
57.65,0.0646,199.0853,0.1519,-416142,17855.38,true
68.49,0.0015,113.6112,0.0716,1467917,992086.75,false
64.05,0.1496,199.0799,0.1588,-480226,-48273.74,true
66.46,0.0427,199.0572,0.1478,-381571,-18115.38,false
68.99,-0.0565,437.4528,0.2447,183410,174727.55,false
68.58,-0.0288,199.029,0.1482,-251714,95596.44,false
70.51,0.0061,437.5006,0.2389,257631,220229.11,false
72.69,0.093,437.5548,0.2467,270208,231473.6,false
73.42,0.0979,437.6234,0.241,295583,240862.38,false
61.56,0.1043,199.2975,0.1738,198343,174408.8,true
53.79,0.04,113.6526,0.0875,448104,411631,true
58.34,0.0263,113.6522,0.0854,774050,718512.5,true
62.62,0.0167,199.5351,0.1713,386585,287027.78,false
66.19,0.0408,113.6457,0.0878,771163,790382.9,false
65.6,0.0407,438.6476,0.1833,355347,195957.45,false
69.96,0.0654,113.6266,0.0893,1330609,1227872.5,false
59.86,0.0498,113.8148,0.0789,1556227,1226385.8,false
62.57,0.0432,199.7522,0.1339,424716,-52335.17,true
47.04,0.0827,438.5245,0.189,244279,97288.44,false
68.18,0.0335,199.7172,0.1504,579006,-29327.29,false
49.22,0.0816,438.5122,0.1976,277074,109330.82,false
54.07,0.0862,438.5116,0.2004,272663,119645.5,false
75.28,0.0652,199.6425,0.1647,848713,207079.56,false
59.5,0.1117,438.5151,0.2005,277114,121021.6,false
64.75,0.055,113.8409,0.0884,1661708,1339349.1,false
76.22,0.0734,199.6123,0.1715,1018938,284484.3,false
70.19,0.0215,199.6486,0.1828,1068320,429110.3,false
61.41,0.024,438.6117,0.1984,241135,109181.55,false
54.87,0.0165,113.8625,0.0852,258620,1240194.9,true
64.1,0.03,113.8849,0.0797,703543,1391071.1,true
62.74,0.0504,200.1907,0.1406,702872,436592.7,false
73.58,0.0161,113.8603,0.0769,1369319,1919564.6,false
73.43,-0.0042,113.8714,0.0851,1019912,1758257.4,false
61.83,0.0462,200.2937,0.1371,457207,338380.34,false
42.54,0.1178,437.9961,0.1824,-129670,-101582.08,false
45.49,0.0853,438.0111,0.1849,-134761,-112518.1,false
59.82,0.009,114.1717,0.0668,140446,1363783.6,false
60.46,0.0086,114.1785,0.0697,177463,1412784.8,false
62.78,0.0055,114.1752,0.0677,-114650,1313435.5,false
60.45,0.1045,200.248,0.127,450948,458706.53,false
47.73,0.0939,437.8709,0.1647,-137805,-75969.38,false
62.89,0.0798,200.2314,0.1242,383392,508666.3,false
54.01,0.0526,437.8737,0.1577,-137404,-67889.13,false
59.56,0.0079,114.2016,0.0677,294234,1614654.9,false
60.1,0.0765,437.8614,0.1688,-132920,-77291.91,false
71.13,0.0417,114.1685,0.0752,1020132,2033110.5,false
60.53,-0,437.8444,0.1934,-151225,-96868.43,false
72.27,0.0095,200.1484,0.1356,253133,328392.66,false
73.16,0.0541,200.1215,0.1392,185295,264243.5,false
73.97,-0.0353,200.1362,0.1371,241668,352323.22,false
54.88,0.0052,114.292,0.0536,-463093,817626.8,false
59.34,0.0311,114.2981,0.0554,-192126,972825.3,false
65.03,0.028,200.7601,0.14,296751,299703.25,false
61.61,0.0148,114.3041,0.0556,-774710,965942.4,false
63.12,0.0248,114.2986,0.0552,-449529,1038463.7,false
66.98,0.0278,114.2878,0.0556,-91250,1164035,false
70.01,0.0107,114.2656,0.0631,-335679,1282809,false
55.09,0.0532,437.729,0.1413,-35805,-33379.08,false
56.74,0.0885,437.727,0.1395,-24612,-6297.65,false
60.33,0.0841,437.7015,0.1438,5288,17106.55,false
66.4,-0.0135,114.3139,0.0709,-77756,1057303.8,false
64.77,0.02,437.6377,0.1628,73661,49879.44,false
67.4,0.0283,114.3301,0.0684,201197,1208673,false
66.11,0.0897,437.6059,0.1628,74614,28668.6,false
42.57,0.0399,114.022,0.1123,-1108253,584946.1,false
48.92,0.0627,114.0272,0.1149,-830897,789615.4,false
49.65,0.0508,199.9939,0.2002,-410708,-38276.94,false
43.9,0.0348,437.1507,0.2138,-53921,-35201.33,false
48.76,0.0178,114.0855,0.0948,-1732340,706825.7,false
54.57,0.0426,114.0796,0.0993,-1362389,975740.44,false
56.63,0.0177,114.0947,0.0928,-1807591,810101.06,false
63.21,0.0247,114.124,0.0896,-1578475,625991.8,false
67.82,0.0435,114.1376,0.0932,-1232280,893760.1,false
67.82,0.0442,114.1315,0.0934,-1173933,868257.25,false
48.85,0.0899,436.6387,0.2132,-87176,-4447.59,false
56.13,0.1756,436.6488,0.211,-83697,7484.06,false
69.11,-0.0119,114.1552,0.0863,-1205179,796339.75,false
43.95,0.1335,199.1138,0.1835,-1095317,-261269.3,false
59.63,0.2107,436.6245,0.2083,-80336,5298.14,false
62.99,0.1643,436.5777,0.2125,-61048,15493.08,false
0,0,0,0,0,0,false
0,-296.5999,0,0,0,0,false
0,-84.6543,0,0,0,0,false
0,-57.3374,0,0,0,0,false
68.06,-0.4243,432.9467,0.5009,0,0,false
47.49,-0.0151,110.8348,0.2373,0,0,true
47.69,0.1156,110.8519,0.2344,0,0,true
61.35,0.0363,197.3326,0.3152,0,0,true
50.08,0.0209,110.9012,0.1968,0,0,true
62.01,0.0614,197.4546,0.2786,0,0,true
50.62,0.0613,110.8745,0.1811,0,0,true
62.73,0.1775,197.3639,0.2871,0,0,false
65.59,0.299,432.9662,0.4399,0,0,false
51.35,0.0595,110.8378,0.1861,0,0,true
52.59,0.0093,110.8021,0.1829,0,0,false
54.01,-0.0615,110.9693,0.174,0,0,true
62.7,0.0641,197.5028,0.2636,0,0,false
55.84,0.0663,110.9817,0.1815,0,0,true
63.3,0.0813,197.5674,0.25,0,0,false
63.4,0.2498,432.7915,0.4459,0,0,true
57.51,0.0669,111.0618,0.18,0,0,true
63.25,-0.0193,197.7188,0.2807,0,0,false
58.51,0.0363,111.152,0.1829,0,0,true
61.01,0.0438,111.1569,0.1893,0,0,false
65.86,0.0265,432.768,0.3953,0,0,true
62.38,0.0068,111.2229,0.199,0,0,false
68.2,0.1326,432.667,0.3946,0,0,true
69.09,-0.1042,432.7391,0.3016,282906,-200122.36,true
69.3,-0.0788,432.7178,0.3011,168662,-207108.45,true
60.61,0.0332,111.9019,0.204,2637056,453624.62,true
72.2,0.1056,432.7553,0.3297,282991,-123248.13,false
61.39,0.054,111.9707,0.1997,2135024,81786.33,false
73.78,0.2496,432.8918,0.3436,255125,-130609.23,false
64.53,0.0755,112.0652,0.2054,3851624,717306.56,false
66.65,0.0948,112.1935,0.2033,3911380,843587.4,false
68.16,0.045,434.4031,0.3705,40241,-210217.25,false
53.9,0.0437,197.8633,0.2198,439192,-251090.98,false
71.08,0.1341,434.4393,0.3748,124494,-141145.1,false
56.94,0.0691,197.9728,0.1994,621707,-289990.88,false
62.19,0.1288,435.222,0.3038,279790,-55524.24,false
59.02,0.0523,198.0399,0.2101,258724,-170905.6,false
67.42,0.2255,435.2332,0.3114,299664,-39762.36,false
68.58,0.1225,435.2351,0.2946,354934,41320.29,false
52.32,0.0218,112.6394,0.1207,5082380,1998786.6,false
54.96,0.1911,198.0602,0.1982,49504,-326636.62,true
57.74,0.181,198.0646,0.1925,77314,-290675.3,true
58.87,0.0982,435.3411,0.2562,432670,207549.25,false
50.53,0.0497,112.5837,0.128,2913483,812230.44,false
61.04,0.0297,435.5049,0.2814,421608,205622.66,false
62.91,0.0297,198.0616,0.1893,5703,-171948.53,true
56.74,0.0185,112.5686,0.1192,889350,-245474.05,false
66.2,0.0491,198.036,0.1893,193120,-105312.31,true
62.8,0.0781,112.5388,0.1214,778014,-204446.31,false
67.81,0.0385,198.4021,0.1815,363856,117645.06,false
70.25,0.1699,198.397,0.1847,532718,260462.7,false
60.52,0.1364,435.7897,0.2798,45830,90605.27,false
70.65,0.1591,198.3892,0.1897,708935,394965.4,false
61.24,0.1735,435.7621,0.2748,85654,83446.33,false
61.28,0.0573,112.6183,0.1274,1071172,-82627.22,false
64.63,0.0062,435.7382,0.2505,72616,161494.84,false
53.83,0.0864,198.6438,0.1698,1084865,618282.4,false
52.66,0.0383,198.6203,0.1579,735700,503038.38,true
51.45,0.1778,435.4858,0.2146,-33395,105982.25,false
55.11,0.0326,198.7132,0.1484,887800,526623.56,true
56.73,0.0046,112.6444,0.0972,1313580,131798.94,false
66.92,0.0568,198.6526,0.1525,1001578,567724.75,true
67.53,0.0998,198.6155,0.1579,1068107,545994,true
77.65,0.0333,198.4992,0.1847,1294930,847220.7,true
58.55,0.032,112.598,0.121,1786376,820015.2,true
79.12,0.1559,198.4361,0.1965,1423213,712890.1,true
56.86,0.3068,435.2853,0.3259,-68569,17693.2,true
64.24,0.1578,112.5567,0.1267,2440372,1318735.2,true
85.21,0.2156,198.3008,0.2351,1544872,833659,false
68.52,0.5114,435.1076,0.3754,-32951,55779.73,false
72.89,0.2247,112.4609,0.1503,2954569,1731035.9,false
71.15,0.5947,434.9518,0.4126,-20512,44290.09,false
76.85,0.2476,112.3604,0.1638,3897434,2079357,false
53.7,0.1013,198.6399,0.2284,672081,326207.38,false
54.34,0.1148,435.3515,0.4426,-45393,18001.89,false
56.57,0.0217,435.4585,0.3511,-49172,21797.91,false
60.1,0.0519,112.8461,0.1539,1550077,1285329.9,false
60.54,0.0186,112.8811,0.1531,1770189,1405774.5,false
61.52,0.0684,198.9359,0.167,666876,223118.88,false
62.84,-0.0043,198.975,0.1979,728736,283764.16,false
65.36,0.0524,199.0369,0.2002,700739,347654.66,false
59.2,0.1113,199.4261,0.1853,828793,256100.55,false
58.5,0.1739,435.4256,0.2671,27837,228.92,false
53.9,0.0714,112.5559,0.1382,-106681,1687237.8,false
61,0.3057,435.4132,0.271,49845,14759.71,false
57.52,0.0014,112.5683,0.1431,130971,1682178,false
59.94,0.002,435.498,0.3089,10090,-10438.01,false
57.41,0.0245,112.6928,0.1302,-1943244,338564.22,false
43.3,0.1139,198.9168,0.1494,110201,-4715.73,false
50.82,0.1454,198.9195,0.1566,187008,54336.03,false
50.55,0.0579,112.7031,0.1236,-1126156,438915.66,true
58.43,0.021,198.9515,0.1666,180644,77793.36,false
56.87,0.0273,112.7019,0.1251,-925415,760671.8,false
61.47,0.0809,198.9454,0.1744,187969,82264.05,false
63.2,0.0849,198.9302,0.171,168276,75743.7,false
44.08,0.05,198.4003,0.1557,-87784,-365903.2,false
36.44,0.1799,433.9059,0.2883,-50898,-76370.74,true
59.69,0.0564,112.6859,0.0957,-91685,954003.2,true
53.36,-0.0176,198.6445,0.1421,-131690,-372102.66,false
61.39,-0.0065,112.7035,0.105,98725,1003791.4,true
59.61,0.0615,198.6653,0.1671,-131671,-368124.97,false
56.44,0.1376,434.3311,0.292,-43971,-98561.45,false
64.64,0.0677,112.7102,0.1275,371018,836631.06,false
53.18,0.0668,198.7906,0.1651,-195354,-337572.22,true
55.76,0.1487,434.4293,0.3504,-66646,-103050.02,false
67.54,0.037,112.8804,0.1372,727181,1210104,true
57.08,0.1686,434.4357,0.3132,-47171,-101363.9,false
58.4,0.0672,198.7922,0.1387,-186376,-262637.28,true
59.67,0.0633,198.7883,0.1267,-117142,-206708.45,false
61.9,0.0696,434.4058,0.2645,-33098,-91834.09,false
74.28,0.0446,112.8817,0.1179,1096611,1552750.8,true
63.59,0.0631,434.4041,0.246,-47020,-79366,false
75.5,0.053,112.904,0.1171,1476418,1729287.9,true
74.73,-0.0201,112.9302,0.1165,2540303,2131788.5,true
66.89,0.0299,198.7573,0.1298,24649,-48106.81,false
65.32,0.0777,434.3827,0.2412,-34006,-70727.65,false
72.67,-0.0033,113.0507,0.1155,1886939,1624426.4,false
58.64,0.1312,435.1975,0.2196,-16825,-45497.82,false
62.03,0.1579,435.2254,0.2107,35031,-9809.7,false
64.5,0.0403,113.5627,0.1135,2356813,1774189.9,false
60.54,0.0617,199.0644,0.1281,205523,-17016.97,false
63.79,0.1478,435.2536,0.2118,74904,24113.58,false
66.28,0.0375,113.565,0.1092,2754595,1866638.8,false
61.33,0.0827,199.065,0.1288,173729,25226.33,false
60.61,0.0498,199.0606,0.1357,144842,-5245.07,true
62.75,0.0495,199.0492,0.1373,250116,43917.91,false
55.15,0.0222,113.5773,0.1028,2100922,1417696.8,true
64.83,0.0382,113.5581,0.1051,2002583,1690307.5,true
68.75,0.0975,113.5279,0.1102,2588939,1908617.8,false
62.66,0.0781,199.0396,0.1548,280744,57226.1,false
71.77,0.1125,113.4896,0.1149,3208187,2340753.8,false
51.1,0.1891,434.9175,0.2765,68027,31194.47,false
66.37,0.0572,199.0725,0.1531,294730,69309.03,false
54.3,0.1838,434.9442,0.2879,83217,33777.27,false
67.43,0.0445,199.0717,0.1424,306962,69768.66,false
69.92,-0.0055,199.0796,0.1424,354688,159949.42,false
52.99,0.0687,199.2852,0.1668,140430,127918.49,false
52.45,0.1037,434.753,0.2618,-49948,3641.45,false
60.68,0.0515,113.816,0.1081,3053309,2144418.2,true
57.15,0.2108,434.7528,0.2503,-35061,12337.68,false
62.43,0.0709,113.8185,0.1056,3156443,2127079.8,true
59.84,0.2298,434.746,0.2464,-25273,17517.68,false
65.78,0.0657,113.8106,0.1034,3201019,2077435.6,true
60.59,0.0261,434.7437,0.2443,-41375,26051.95,false
68.61,0.021,113.7918,0.0965,3717927,2074686.5,true
63.12,0.0422,113.7965,0.0976,2607155,1596575.5,true
59.53,0.0449,199.2921,0.1226,66091,-2725.68,false
61.2,0.092,199.3221,0.1212,121585,43320.75,false
51.85,0.061,434.7606,0.2014,-90582,3490.76,false
63.63,0.0911,199.3021,0.1212,205272,80205.85,false
60,0.144,434.7694,0.2045,-84811,13437.49,false
67.84,0.0244,113.8583,0.0958,2698319,1752140.2,true
63.6,-0.0085,199.3123,0.1232,191710,16893.02,false
72.31,0.0224,113.9563,0.1184,3521324,2409249.5,false
65.46,0.0186,114.0341,0.1201,3005869,2645427.2,false
66.21,0.047,114.0704,0.1172,3475942,2982673.8,false
62.15,0.0621,199.5,0.151,348044,189463,false
54.32,0.1414,434.8826,0.248,-107945,-20799.6,false
71.38,0.0553,114.0969,0.1228,4202683,3518319.5,false
54.7,0.1441,434.905,0.2341,-93380,-11397.48,false
74.49,0.0693,114.1001,0.1186,4803878,3865943,false
65.62,0.0172,199.5865,0.1615,405018,246438.38,false
59.4,0.1345,434.9261,0.2302,-72620,1889.44,false
0,-401.0666,0,0,0,0,false
59.07,-5.5907,0,0.2976,0,0,false
59.07,-0.7858,432.5943,0.5936,0,0,true
58.07,-0.1648,112.7317,0.2462,0,0,true
59.46,-0.3739,432.5925,0.5771,0,0,true
59.71,-0.1389,432.5545,0.5499,0,0,true
60.14,-0.0789,432.4725,0.5371,0,0,false
58.18,-0.0632,112.8212,0.2378,0,0,false
58.77,0.0149,112.8439,0.2003,0,0,false
52.01,0.0359,197.6101,0.2421,0,0,true
53.81,0.0401,197.6182,0.2362,0,0,true
59.35,-0.0159,112.8484,0.17,0,0,false
59.63,0.0543,112.8428,0.1736,0,0,false
55.25,0.1104,197.5282,0.2361,0,0,true
56.2,0.0244,197.4592,0.229,0,0,false
57.11,-0.0342,197.4533,0.2352,0,0,false
60,0.049,433.7978,0.3972,0,0,false
57.44,-0.039,197.5,0.2214,0,0,false
60.01,-0.0002,434.1892,0.4053,0,0,false
58.55,0.0458,198.2851,0.243,0,0,false
59.71,-0.0723,434.2032,0.3729,0,0,false
61.41,0.201,434.1526,0.3943,0,0,false
56.14,0.0432,113.1658,0.1795,0,0,false
57.76,0.035,113.1771,0.1532,0,0,false
61.32,0.0038,113.1779,0.1421,1652420,312582.88,false
61.99,0.05,113.1573,0.1349,1199505,707530.94,false
56.2,0.0676,198.8873,0.1582,220654,303224.2,false
48.27,0.3374,430.8016,0.4988,-145023,-115209.35,true
52.72,0.0569,112.9388,0.1614,1862847,1726814.2,false
49.77,0.3579,430.9491,0.4988,-145261,-121454.94,true
64.22,0.1497,431.0143,0.5521,-114989,-50566.79,false
66.18,0.3412,430.8402,0.5624,-33430,-40640.62,false
55.2,0.0516,112.9484,0.1536,1443585,2128425,false
63.72,0.2395,431.2509,0.606,14605,-97998.08,false
68.63,0.1766,431.5504,0.6076,101819,-61747.41,false
61.08,0.004,113.0533,0.147,1932939,1579677.9,false
56.17,0.0734,113.0934,0.1339,1040023,647429.2,true
58.79,0.0636,432.9987,0.37,81824,-151312.81,false
61.44,0.0369,113.1709,0.1273,1327770,178572.48,true
63.97,0.0959,432.9867,0.3822,123622,-112108.98,false
65.46,0.0764,113.1504,0.1338,1892641,552546.25,true
43.99,0.2164,193.3021,0.3614,-3715083,-1366495.8,true
69.71,0.0502,113.1186,0.1234,2473301,1041242.3,true
48.44,0.2238,193.3369,0.3728,-3574458,-1255295.4,false
73.33,0.0455,113.0792,0.1234,2485420,1106282.4,false
50.18,0.2215,193.362,0.3614,-3470922,-1229964.5,false
74.16,0.0435,113.0474,0.1213,2997874,1212401.6,false
54.32,0.1698,193.3477,0.3614,-3248581,-1041421.94,false
77.76,0.0316,113.0052,0.122,3365704,1683366.5,false
78.48,0.0271,112.9719,0.1163,4279426,2046856.8,false
64.88,0.0473,432.99,0.3137,198295,-75530,false
68.15,0.0378,113.2122,0.1221,3175406,2375741.8,false
53.09,0.1071,193.3898,0.295,-2947165,-969240,true
72.03,0.0746,113.2505,0.1227,3827810,2858452,false
55.05,0.2033,193.3983,0.2886,-2728698,-783452.7,true
73.25,0.092,113.2931,0.1277,4442082,3169090.8,false
58.62,0.0417,193.6135,0.2665,-2143865,-576303,true
53.22,0.0778,432.8882,0.3538,397429,18242.54,true
53.38,0.172,432.8856,0.3677,396687,24381.19,true
60.83,0.0371,193.8225,0.2548,-1978966,-363832.53,false
54.54,0.1375,432.8977,0.3697,437671,29901.07,true
64.08,0.0336,193.8851,0.2526,-1790919,-203215.31,false
64.1,-0.0222,193.9179,0.2565,-1485716,-94194.22,false
54.09,0.0899,432.9788,0.3087,298831,-20482.25,true
61.23,0.0845,194.3726,0.2506,-307002,342477.1,false
57.93,0.1072,433.3492,0.286,194923,-3477.9,true
59.48,0.0284,433.3538,0.2788,165383,25921.36,true
57.85,-0.0349,194.7649,0.262,190175,719171.5,false
64.02,0.0582,433.2925,0.2966,206737,28684.75,true
58.65,0.0461,194.759,0.276,104734,798272.7,false
67.52,0.0608,433.1838,0.2987,128871,12066.63,true
67.49,0.1421,433.8718,0.249,123990,69104.02,true
69.02,0.1515,433.8934,0.2339,126690,73472.35,true
54.27,0.0523,113.526,0.1136,2965807,2976968.8,false
55.07,0.0155,194.5307,0.2226,513753,351073.72,true
67.82,0.0229,434.0564,0.219,118834,76014.39,true
59.61,0.0294,194.559,0.2076,495777,294401.7,false
74.56,0.1067,433.9824,0.2319,143753,97870.64,false
62.49,0.074,194.5243,0.204,403630,184241.19,false
68.13,0.0181,194.5428,0.1897,288515,137290.75,false
59.43,0.0328,113.704,0.0954,979742,949362,false
61.14,0.0291,113.7355,0.0998,300099,375792.34,false
62.41,0.0507,194.8738,0.1788,239638,89918.43,false
64.88,0.0807,434.7763,0.221,189827,117546,false
62.7,0.0137,113.7276,0.0943,478097,277580.53,false
63.61,0.0475,194.9211,0.1661,170145,50116.51,false
66.19,0.0449,194.9776,0.1651,144303,59944.98,false
68.14,0.0564,434.9121,0.2056,157919,101308.59,false
67.63,0.0034,113.73,0.0854,750132,32940.24,false
66.78,0.0403,195.031,0.1685,75968,-30299.25,false
70.1,0.0737,434.9694,0.1963,154770,96559.05,false
71.96,0.0801,435.0025,0.2092,167076,111213.74,false
63.63,-0.0009,195.2536,0.1553,135306,-81600.3,false
57.28,0.0183,113.8203,0.08,890572,217099.48,false
55.63,0.1089,195.2593,0.1608,-96716,-90512.73,false
60.86,0.1047,435.5191,0.2171,135237,91912.27,false
62.7,0.0315,113.8148,0.0879,1045525,189860.75,false
56.63,0.0811,113.8027,0.0958,1475832,-26245.64,false
54.36,0.0686,435.1957,0.2183,103337,44821.22,false
43.75,0.0786,434.8892,0.217,38544,11425.86,false
48.67,0.0549,194.6286,0.1715,-304390,-59317.13,false
46.01,0.0447,113.5217,0.0965,-954323,-703230.44,false
42.86,0.104,434.1707,0.3341,-108514,-2712.51,false
51.48,0.277,434.179,0.3509,-108958,-3656.59,false
48.41,0.0542,113.2222,0.1884,-1990738,-937736,false
42.7,0.2338,431.5506,0.5356,-159281,-2247,true
52.08,0.1011,193.0366,0.32,-525592,-4751.91,false
51.18,0.298,431.6064,0.5053,-137557,19477,false
47.45,0.0851,112.1984,0.2367,-4644930,-1059524.1,false
54.4,0.185,432.2361,0.4063,-146326,13890.77,true
53.29,0.0387,112.5022,0.1927,-4536629,-1254725.9,false
56.82,0.2565,432.2077,0.4014,-130562,22201.71,false
54.28,0.0549,112.497,0.1895,-4210015,-1098542.5,false
57.2,-0.0109,193.5262,0.2821,-430626,46256.31,true
56.01,-0.0515,112.5013,0.17,-4605247,-1323725.2,true
61.55,0.1587,193.4958,0.2925,-328118,73922.7,false
61.21,0.1522,432.1784,0.4602,-117351,32140.58,false
60.23,0.0594,112.476,0.1721,-4128456,-1173563.2,false
64.97,-0.0723,193.5672,0.3122,-128281,184818.05,false
62.28,-0.1405,432.4001,0.4556,-89505,43316.24,false
67.9,0.0752,193.5335,0.3147,-117926,193062.02,false
65.94,0.0807,432.3934,0.4631,-68297,60600.49,false
61.99,0.0038,112.595,0.165,-2847941,-453911.47,false
65.04,-0.0643,432.5526,0.5146,-52747,86763.2,false
