rsi,cycle,band,atr,obv,accdist,label
35.96,0.0074,437.6712,0.1746,-188216,-117526.03,false
36.67,-0.0357,437.6283,0.1668,-172596,-120977.03,false
41.66,0.0121,437.6099,0.1734,-141396,-89777.03,false
50.74,-0.0672,200.7455,0.1366,380227,322178.34,false
42.01,-0.1176,200.7144,0.1431,269960,275556.4,false
45.97,-0.0034,437.7162,0.1409,-43029,-36056.06,false
38.16,-0.0367,200.6778,0.1548,200764,184854.61,false
56.94,-0.0318,114.3021,0.0638,-377489,842520.5,false
44.18,-0.0671,200.6558,0.1594,313614,262758.94,false
51.72,-0.0193,114.4375,0.0638,-274153,982961.75,false
37.13,-0.0258,114.4421,0.0741,-365193,664762.56,false
35.42,-0.0873,114.3953,0.0776,-833844,466987.56,false
43.08,-0.0207,200.5989,0.1283,307273,181657.45,false
47.62,-0.0936,437.8889,0.1603,55035,-3573.67,false
30.76,-0.0861,114.3307,0.0825,-946118,351253.62,false
46.57,-0.0378,200.5982,0.12,316086,202189.9,false
47.2,-0.099,437.9494,0.1478,32954,-6644.76,false
34.93,-0.043,114.2878,0.089,-697941,463970.84,false
43.08,0.0232,200.5792,0.1468,307813,100251.35,false
47.25,0.0015,438.0645,0.1406,58074,11505.6,false
40.23,-0.0638,200.5489,0.1503,160807,129922.94,false
30.78,0.004,114.1574,0.094,-953998,383021.25,true
29.44,-0.1631,200.38,0.1718,93547,67231.51,false
32.25,-0.0682,437.963,0.1521,38079,-1542.58,false
28.29,-0.0076,114.1041,0.0986,-1064353,232031.2,true
42.64,-0.098,437.9265,0.1706,40761,-1046.12,false
36.95,0.0145,114.0752,0.105,-837314,444427.3,true
36.05,0.0469,437.6711,0.2051,-17120,-8458.2,false
36.86,-0.0598,437.603,0.2065,-24510,-1961.42,false
33.23,-0.0438,437.4348,0.2041,-76845,-29576.56,false
38.4,-0.0415,114.0233,0.1031,-1701414,352243,true
35.62,-0.047,200.0072,0.2166,-536314,-99598.15,false
31.25,-0.0257,437.3546,0.2102,-51156,-50027.06,false
34.79,-0.037,114.0171,0.101,-1760466,467908.12,true
28.78,-0.0235,437.2752,0.2151,-94318,-88494.33,false
38.57,0.0183,437.2525,0.223,-65775,-60401.98,false
38.93,-0.107,200.0079,0.1898,-591774,-187049.08,false
38.7,-0.136,199.9829,0.1834,-691472,-151672.83,false
38.58,-0.0275,437.1078,0.2091,-68241,-27082.23,false
35.79,-0.0834,199.925,0.1889,-748977,-181951.3,false
34.67,-0.0418,437.075,0.2172,-65938,-18652.07,false
33.99,-0.0655,199.8561,0.1889,-879926,-251451.4,false
36.59,-0.0521,437.0304,0.1993,-68642,-9518.97,false
38.04,0.0615,199.7744,0.1996,-868420,-227625.9,false
29.2,-0.0625,436.9021,0.2251,-99334,-38548.18,false
44.26,-0.0556,114.0888,0.0927,-1969564,895865.8,true
32.4,-0.0036,199.6178,0.201,-985018,-313836.44,false
30.56,-0.0654,199.5334,0.1949,-1069698,-339689.6,false
32.03,0.0134,199.4092,0.1974,-1142403,-389982.66,false
29.99,-0.0005,199.3285,0.1914,-1238233,-457560.16,false
30.71,-0.0163,199.2575,0.182,-1221820,-537391.94,false
38.24,0.0004,436.6855,0.2233,-94836,-43857.74,false
30.56,0.019,199.198,0.1813,-1214485,-480795.16,false
25.69,-0.0004,199.1048,0.1799,-1501295,-672687,false
37.77,-0.0088,436.6068,0.2164,-110292,-29982.17,false
26.53,-0.0343,199.0518,0.1806,-1347287,-556608,false
55.61,-0.0248,114.2315,0.0795,-1254539,795586.4,false
39.74,-0.0036,199.1293,0.1746,-1190093,-375701.1,false
47.97,-0.1479,436.557,0.2168,-126619,-42825.14,false
39.96,-0.0516,114.2353,0.0877,-1813161,307601.34,false
38.53,-0.0427,199.1534,0.176,-1333406,-366383.53,false
42.56,-0.2041,436.5614,0.2282,-163981,-50201.81,false
38.62,-0.0839,114.24,0.082,-2245773,192520.66,false
34.93,-0.0735,199.1175,0.1846,-1414720,-444093.22,false
34.85,-0.0694,114.2327,0.0799,-2291631,117126.05,false
28.76,-0.1268,198.9919,0.2082,-1651673,-596922.2,false
33.58,-0.1975,436.513,0.2478,-217712,-62659.78,false
29.44,-0.05,114.1953,0.0875,-2880023,-44467.3,false
36.41,-0.1234,198.9555,0.2167,-1517830,-488485.84,false
33.09,-0.0337,436.3523,0.2775,-277467,-69715.04,false
28.87,-0.0178,198.6408,0.2217,-2122319,-727760.3,false
29.13,-0.0889,436.2301,0.2889,-312313,-80676.52,false
26.98,-0.1166,436.0848,0.2911,-349159,-102273.4,false
36.75,-0.0376,114.0589,0.1146,-2011840,419621.28,false
24.53,-0.1047,435.9026,0.2986,-394507,-104338.88,false
32.39,-0.0377,114.0093,0.1182,-2105616,461319.03,false
33.78,0.0723,198.488,0.2273,-2289955,-624400.3,false
20.77,-0.1138,435.6507,0.345,-444627,-79289,false
26.38,-0.0561,113.9261,0.1403,-2624328,573804.44,false
30.07,0.0068,113.6874,0.1617,-318761,576721.75,false
32.39,0.0243,113.6659,0.1603,13417382,12608251,false
0,0,0,0,0,0,true
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,0,0,0,0,0,true
46.7,-10.8607,0,0.3453,0,0,false
62.27,-13.9073,0,0.5518,0,0,false
61.8,-10.154,0,0.5636,0,0,false
68.6,-21.9372,0,0.7273,0,0,false
47.23,-5.533,0,0.3332,0,0,false
61.49,-7.4533,0,0.5569,0,0,false
68.61,-15.9481,0,0.6888,0,0,false
61.57,-5.3241,0,0.5505,0,0,false
68.03,-7.919,432.5808,0.5709,0,0,false
68.16,-5.601,432.6794,0.5613,0,0,false
67.48,-3.9294,432.7219,0.5663,0,0,true
46.04,-1.1062,111.3209,0.291,0,0,false
46.04,-0.8223,111.2864,0.2853,0,0,false
45.59,-0.5752,111.1776,0.2732,0,0,false
60.82,-0.5404,197.2536,0.4701,0,0,true
45.03,-0.4225,111.0437,0.2752,0,0,true
65.95,-0.2329,432.7852,0.4272,0,0,true
64.29,-0.0976,433.0659,0.4184,0,0,true
63.08,-0.1989,432.959,0.422,0,0,true
59.3,-0.379,432.8592,0.4627,0,0,true
58.42,-0.149,198.0186,0.2821,0,0,false
57.98,-0.2427,198.0624,0.2731,0,0,false
55.94,-0.2196,198.1192,0.2687,0,0,true
56.61,-0.1276,198.2078,0.2701,0,0,true
56.6,-0.1256,111.5587,0.2129,0,0,true
55.54,-0.1213,111.6375,0.2136,0,0,true
54.26,-0.0943,198.3239,0.2782,456488,-62531.61,false
50.4,-0.1604,198.234,0.2796,489576,-16442.94,false
49.49,-0.1763,198.1407,0.2726,246465,-116350.12,true
48,-0.1237,198.0425,0.2601,19833,-292885,true
66.84,-0.1371,433.6525,0.3507,101037,-205401.38,true
47.14,0.0531,197.9157,0.2613,-91161,-509921.12,true
49.44,0.0478,197.8828,0.2588,53930,-444800.38,true
64.07,-0.0287,433.9654,0.3773,157972,-208182.73,true
46.82,-0.0832,197.8325,0.2185,301234,-354996.38,true
48.04,-0.1075,197.8409,0.2122,328968,-343156.34,true
58.51,-0.2526,434.8728,0.3195,133169,-100869.19,true
52.79,-0.0306,112.7715,0.1571,4355072,871704.44,false
49.94,-0.1029,112.8274,0.1582,4776711,1073003.6,false
48.62,-0.1028,112.837,0.1532,4454947,1109296.6,false
56.04,-0.0748,435.1374,0.3306,159898,-121305.79,true
53.13,0.0337,112.8138,0.1343,5694280,1529452.4,false
45.79,0.0251,112.7829,0.1386,5902473,1560255.8,false
44.14,-0.0286,112.7427,0.1371,5210663,1644004.9,true
43.02,-0.0502,112.7,0.1343,5344622,1740128.2,true
46.18,-0.0095,112.6787,0.1321,6105716,1837952.1,false
54.24,-0.0458,198.0519,0.1829,53715,-228734.05,false
49.81,-0.0782,198.0581,0.1839,105118,-197090.28,false
55.99,-0.1613,435.2148,0.2585,373242,73577.32,false
53.03,-0.2108,435.2141,0.2579,353271,55225.01,false
44.56,-0.0916,198.1094,0.1878,-119252,-418195.53,true
44.32,-0.242,435.186,0.2615,305156,46713.95,true
38.9,-0.0832,112.6554,0.1339,2972079,485173.7,true
38.67,-0.127,198.0744,0.1917,-332098,-582709.7,true
47.46,-0.2148,435.1891,0.2586,299457,49695.14,true
43.24,-0.0308,112.6133,0.1258,2003200,142580.81,true
56.39,-0.0353,435.4354,0.2775,410379,201356.94,false
45.03,-0.0169,112.5782,0.1279,1898009,91789.29,true
62.94,-0.0939,198.0048,0.1662,367973,100413.67,true
53.92,-0.0616,435.5681,0.2766,152174,163718.3,false
52.82,-0.081,112.5754,0.1238,2278118,498664.2,false
54.47,-0.0377,112.5901,0.1228,2162072,490256.6,false
57.62,-0.1559,198.5836,0.1818,867901,503126.38,false
58.39,-0.1175,198.6407,0.1809,1019353,644875.9,false
48.39,-0.0354,112.8779,0.1232,426953,-420047.38,false
45.42,-0.0995,198.6925,0.1855,771063,464653.38,true
48.3,-0.2108,435.8039,0.2637,23639,132118.53,false
41.99,-0.0772,112.8592,0.1203,426848,-289582.75,false
42.28,-0.1363,198.6606,0.1884,788134,454590.06,true
45.67,-0.2331,435.7957,0.2637,24309,126325.33,false
45.15,0.04,435.7932,0.2526,-7567,112829.33,false
42.57,-0.0486,198.6305,0.1641,916288,467559.97,true
41.49,-0.0249,435.7655,0.2353,-47747,94799.99,false
36.72,-0.0125,112.6916,0.1043,1098811,279304.9,true
40.29,-0.0288,435.7255,0.2378,-75489,97203.5,false
34.25,-0.0586,435.6171,0.2453,-65814,98476.42,true
32.08,-0.0394,112.6246,0.1057,1117108,49684.19,true
42.71,-0.01,198.582,0.1633,724932,456342,true
47.93,-0.033,198.6949,0.142,683271,531593.7,true
46.17,-0.0682,435.628,0.2057,-80669,51912.7,false
38.75,-0.076,435.5882,0.2222,-72338,30282.96,false
37.85,-0.1245,435.5415,0.2225,-101898,722.96,true
43.42,0.0659,435.5371,0.2393,-85039,-6919.13,false
46.66,-0.0067,112.6415,0.1001,1027555,-82296.78,true
39.66,-0.0228,435.4988,0.2457,-68943,5882.14,true
44.35,-0.035,112.6394,0.1015,1416206,202610.1,true
35.25,-0.1561,435.3871,0.2661,-71911,14262.22,true
40.13,-0.0583,112.6227,0.1044,1592713,340009.22,true
42.31,-0.0631,112.6144,0.1031,1562154,553147.44,true
61.18,-0.2629,198.3614,0.2864,1202223,550237.8,false
62.04,-0.1486,198.4392,0.2955,1135976,605439.56,false
60.84,-0.1175,112.4049,0.1951,2430488,1900992.1,false
50.14,-0.1261,198.5209,0.321,1015071,519193,false
51.74,-0.1961,434.8263,0.5205,-45652,-1926.76,false
52.19,-0.1351,112.4271,0.2083,1939261,1650771.5,false
44.47,-0.2161,198.5817,0.3208,889260,435966.47,false
46.23,-0.457,434.8436,0.5444,-56455,-1268.24,false
48.64,-0.1696,112.4531,0.2132,1736144,1633773.9,false
45.99,-0.2036,198.6502,0.32,870895,428495.2,false
48.64,-0.14,112.4737,0.2129,1450639,1466346.6,false
44.16,-0.0713,198.7128,0.319,716072,421622.25,false
49.44,-0.054,112.5047,0.2165,1192112,1410279,false
40.13,-0.0177,198.7271,0.339,657651,393219.1,true
42.97,-0.0642,434.9748,0.5848,-67426,5189.11,false
44.26,-0.0133,112.5064,0.2272,1241760,1468541.4,true
46.48,-0.0093,112.7632,0.1692,1489423,1306138.6,true
52.67,-0.0533,435.6693,0.2897,-11238,-31942.58,false
50.44,-0.0541,112.8974,0.1484,1817847,1374290.2,false
50.22,-0.077,112.9028,0.1498,1451271,1258660.6,false
53.78,-0.0613,198.9441,0.1698,662183,256224.1,false
45.05,-0.1715,435.7172,0.3144,-25833,-40820.74,false
44.65,-0.0716,112.9209,0.1527,1294450,1094025,false
57.15,-0.0712,198.9682,0.1798,644758,268536.47,false
44.47,-0.1716,435.7724,0.3268,-38997,-36581.79,false
44.65,-0.0699,112.9179,0.1567,1094407,1223059,false
32.54,-0.0315,112.7942,0.1581,89168,1061477.4,true
38.47,-0.1866,435.8498,0.3391,257,-30868.07,false
30.94,-0.0843,112.7221,0.156,-67180,1078562.8,true
47.52,-0.0252,199.3605,0.2172,778464,319953.25,false
48.08,-0.0862,199.3958,0.2168,738359,261356.12,false
38.9,0.0491,435.5351,0.2747,2389,-37075.99,false
39.61,0.0112,435.485,0.2682,2381,-34589.27,false
36.1,0.0053,435.4251,0.254,-17074,-39420.43,true
35.2,-0.0222,112.5065,0.1238,-404052,1374393.9,true
44.92,-0.0222,112.5284,0.1255,-356095,1448282,false
48.4,-0.0463,199.4323,0.2032,402104,16762.39,false
51.19,-0.0363,112.5974,0.155,-715392,1270248,false
44.7,0.0198,199.4366,0.1729,134793,90865.85,false
41.7,-0.0588,199.4215,0.1654,120293,33429.82,false
38.75,-0.0922,199.388,0.1632,14853,-13492.03,false
32.6,-0.1081,199.2846,0.1593,43077,-5359.29,true
47.17,-0.0654,435.9946,0.23,-2719,-8170.03,false
47.27,-0.0428,112.8276,0.1092,-1441702,368824.22,false
30.6,-0.1274,199.1659,0.1482,87835,922.89,true
43.63,-0.1952,436.0898,0.2298,5778,-3940.11,false
41.71,-0.0773,112.8488,0.1121,-1213860,357356.44,true
34.02,-0.068,199.0857,0.1545,84177,-5672.96,true
45.4,-0.1887,436.0637,0.247,28761,7372.45,false
40.01,-0.0927,112.8094,0.1157,-1387200,177752.98,true
36.69,-0.0715,112.753,0.1186,-1806606,-148916.69,true
41.15,0.0428,435.8131,0.2245,50555,-2026.02,false
48.07,-0.1772,198.9445,0.1636,60959,-21227.65,false
44.82,-0.1314,198.9411,0.17,60399,-38749.89,false
44.35,-0.0354,435.6758,0.2223,26733,-8983.19,false
50.17,-0.0414,112.7036,0.1058,-1478494,274929.28,false
41.78,-0.0981,198.931,0.1711,-31357,-56653.15,false
38.54,-0.0811,435.68,0.2308,-3511,-10512.87,false
45.98,-0.0658,112.7017,0.1026,-1919095,87969.86,true
36.72,-0.1029,198.9026,0.1761,-100788,-110908.54,false
29.13,-0.1882,435.6032,0.257,-23921,-37061.01,false
43.38,-0.0684,112.6972,0.1001,-1910297,180390.14,true
34.1,-0.1092,198.8806,0.1752,-203915,-167442.66,false
24.15,-0.3037,435.3616,0.269,-70269,-68983.4,false
38.68,-0.0611,112.6824,0.0969,-2309726,3888.3,true
29.37,-0.1085,198.8253,0.175,-216007,-202563.98,true
22.26,-0.2988,435.1301,0.2555,-80709,-79423.4,true
38.07,-0.0495,112.6764,0.0882,-2242739,211960.77,true
29.62,-0.0849,198.7656,0.1734,-116116,-246134.8,true
25.96,-0.1374,434.9771,0.2548,-66226,-80531.88,false
29.06,-0.0146,198.7102,0.1715,-212272,-264090,true
23.96,0.0272,434.8084,0.253,-68625,-79342.02,true
28.15,0.0426,198.6406,0.1747,-196979,-266679.66,true
20.93,0.0349,434.5969,0.263,-68987,-87992.71,true
21.52,0.0006,434.4222,0.2594,-56190,-94467.78,true
20.17,0.04,434.244,0.2694,-75902,-108509.3,true
26.19,0.1016,434.1328,0.2769,-63315,-95250.65,true
47.22,-0.0357,112.7092,0.0997,-225901,904556.25,true
50.34,-0.0564,112.7161,0.0997,68751,968716.4,true
42.2,-0.0435,434.3888,0.2404,-46639,-79646.84,true
52.25,-0.0555,198.7295,0.1751,-189013,-365292.94,false
42.17,-0.2215,434.4016,0.3344,-78225,-101627.39,true
41.18,-0.0026,198.8284,0.17,-248192,-395021.56,true
42.52,-0.0176,198.8197,0.1636,-187057,-373681.25,true
45.74,-0.0183,434.4489,0.3417,-87661,-111095.45,true
47.62,-0.0635,198.99,0.1303,-234228,-293307.72,true
56.87,-0.07,434.9844,0.2278,-78000,-93264.54,false
45.2,-0.0598,199.053,0.122,-222572,-221492.48,true
55.28,-0.0322,113.4388,0.1155,1164279,1214286.5,true
39.78,-0.0412,199.0468,0.1227,-305073,-261119.28,true
45.14,-0.0835,435.1562,0.2238,-91637,-103234.55,false
51.43,-0.0618,113.5766,0.1102,2250645,1364814.4,true
47.17,-0.2219,435.2742,0.2238,59427,14059.49,false
50.02,-0.0882,113.5677,0.1081,1997216,1266528,true
50.37,-0.0635,199.0628,0.1295,188515,12247.75,true
45.75,-0.219,435.2404,0.2238,47234,12286.31,false
54.69,-0.0577,435.2563,0.2488,72166,34420.66,false
49.14,0.0139,113.5768,0.1068,2176649,1325814.2,true
43.69,-0.0842,435.162,0.2557,38213,6764.63,false
46.89,-0.0675,199.0448,0.1424,200270,12167.69,true
36.92,-0.1704,435.0193,0.2674,55382,21962.6,false
57.43,-0.1069,199.1155,0.1488,244702,69223.64,false
49.96,-0.1029,434.9814,0.2475,64028,21975.26,false
58.65,-0.0521,113.5122,0.1144,2669671,2113681.8,true
52.12,-0.0759,199.1652,0.1474,182111,133166.48,false
53.15,-0.0538,199.203,0.1502,151047,97944.98,false
45.6,-0.07,434.9997,0.2361,19572,18394.69,false
42.98,-0.1057,434.982,0.2155,20110,19210.81,false
49.15,0.0003,199.2669,0.1388,158630,128939.12,true
37.37,-0.1341,434.9172,0.2146,-11600,-15308.27,false
49.36,-0.0481,113.6291,0.1092,2784957,2218785.5,true
38.38,-0.0609,199.2376,0.1486,77764,73933.92,true
34.95,-0.1553,434.8263,0.2285,-20651,-8678.02,false
46.9,-0.0672,113.671,0.1052,2369141,2042823.1,true
52.15,0.0264,113.8149,0.102,2651135,1926755.6,true
47.79,-0.029,199.3239,0.1517,34433,-95255.41,true
44.96,-0.2025,434.7459,0.2628,-88662,-16626.68,false
44.32,-0.0609,199.3114,0.1488,35463,-83725.18,true
43.94,-0.2657,434.7322,0.2586,-79910,-2509.57,false
56.05,-0.0429,113.7946,0.1013,2418756,1500226.2,true
55.12,-0.022,113.7974,0.1002,1942029,1274625.2,true
51.32,-0.0864,199.2818,0.1326,395455,129589.74,false
51.77,-0.116,199.2937,0.1376,376266,115255.83,false
43.81,-0.2159,434.872,0.247,-84906,-8183.79,false
40.75,-0.208,434.8338,0.2471,-99866,-17327.83,false
57.18,-0.0519,113.9625,0.1167,2665782,2546183.8,true
39.75,-0.1319,434.8078,0.2482,-123505,-37382.64,false
58.44,-0.0611,113.9881,0.1186,3115216,2709654.2,false
50.07,-0.1076,434.9531,0.2365,-78310,-1772.27,false
47.08,-0.0869,434.9243,0.2301,-99441,15620.02,false
67.12,-0.0362,114.2,0.1032,4653220,3163356.5,false
38.6,-0.1518,199.5537,0.2021,71085,111287.77,false
39.73,-0.1135,434.8582,0.2522,-128821,-4512.14,false
43.98,-0.0953,114.2017,0.1243,4204462,2712828,false
40.47,-0.236,199.5012,0.2032,196530,216185.61,false
37.22,-0.1709,434.7689,0.2537,-141803,-9819.58,false
38.13,-0.1839,114.1823,0.1303,3889128,2468138.8,false
36.01,-0.1794,199.406,0.2082,69587,119496.18,false
37.38,-0.1392,434.7061,0.2622,-127004,1264.41,false
36.53,-0.1724,114.145,0.1331,3047849,2179423.2,false
32.57,-0.1125,199.2842,0.2146,-76341,55864.67,false
35.26,-0.0833,114.0915,0.1388,1920518,1938263.9,false
31.76,-0.082,199.1738,0.2171,-213983,59152.74,false
33.35,-0.0189,114.0354,0.1445,1001926,1545306.5,false
29.38,-0.0281,199.051,0.2371,-321991,151812.38,false
38.57,0.0755,434.6396,0.3308,-183845,53362.97,false
28.55,-0.0084,113.9531,0.1506,696101,1641960.2,false
26.63,-0.0245,113.866,0.1574,-111633,1572568.5,false
24.57,-0.0205,113.7737,0.1575,-337916,1320740.1,false
22.79,-0.0411,198.5983,0.2871,-1709472,-806776.5,false
19.55,-0.2496,434.0453,0.4293,-592788,-277295.44,false
18.53,-0.012,113.549,0.1789,-3412393,-705494.9,false
0,0,0,0,0,0,true
0,0,0,0,0,0,true
0,0,0,0,0,0,true
0,0,0,0,0,0,false
0,0,0,0,0,0,false
0,-184.0275,0,0,0,0,false
0,-104.7188,0,0,0,0,true
0,-297.5015,0,0,0,0,true
0,-237.887,0,0,0,0,false
0,-84.6636,0,0,0,0,true
58.42,-21.8244,0,0.7207,0,0,false
58.52,-15.7201,0,0.7136,0,0,false
51.49,-5.0886,0,0.4297,0,0,false
58.18,-11.185,0,0.6918,0,0,false
51.14,-3.763,197.4772,0.3822,0,0,true
57.94,-7.9623,432.547,0.6503,0,0,true
56.63,-2.2049,112.6792,0.2825,0,0,true
50.88,-2.7718,197.4409,0.3808,0,0,true
50.82,-0.1549,197.6288,0.314,0,0,true
58.1,-0.163,432.4153,0.4326,0,0,true
58.48,-0.2098,432.5046,0.4304,0,0,true
58.57,-0.0644,112.9818,0.1707,0,0,false
56.87,-0.074,113.0311,0.1835,0,0,false
54.09,-0.066,113.1198,0.171,0,0,false
54.77,-0.0932,197.8593,0.2352,0,0,false
54.64,-0.0947,197.9584,0.2165,0,0,false
56.34,-0.1459,434.2234,0.3568,0,0,false
54.15,-0.014,113.1557,0.173,0,0,false
53.77,-0.0436,198.8856,0.2082,-526534,-84087.13,false
54.76,-0.0973,434.5387,0.3341,-32953,-22470.83,false
50.88,-0.0824,198.871,0.2075,-463613,-2697.57,false
54.18,-0.1575,434.5312,0.3423,-11799,17147.17,false
50.63,-0.0905,198.858,0.2115,-393806,6036,false
48.94,-0.0482,434.6042,0.3108,-23422,23231.31,false
50.54,-0.0879,434.5686,0.3008,-32136,25003.89,false
57.28,-0.0393,113.2225,0.0998,3368771,2601015.5,false
47.14,-0.0648,113.2301,0.1131,2216841,1737789.6,false
52.43,0.0317,434.4896,0.3117,-64505,12133.05,false
52.92,-0.075,113.2477,0.1209,3140501,2477475.8,false
44.33,0.0302,434.3895,0.3374,-55913,-3696.23,false
45.41,-0.092,434.274,0.3291,-71173,5868.25,false
42.32,-0.1187,434.1316,0.3281,-69280,-56.59,false
40.33,-0.0971,433.9621,0.3324,-35261,33571.51,false
51.81,-0.0328,198.8825,0.1497,-263390,277362.1,false
39.36,-0.0897,433.8114,0.3238,-34280,58749.99,false
35.86,-0.0715,433.6191,0.3235,-82802,27898.41,false
46.16,-0.013,113.3536,0.1163,1701346,1685331.9,false
43.73,-0.0434,198.8497,0.14,-22677,283830.34,false
33.84,-0.1005,433.3924,0.3251,-16737,74373.41,false
46.01,-0.0286,113.3335,0.1136,2257710,1997072.4,false
41.73,-0.0825,198.8094,0.1407,22429,272680.2,false
30.42,-0.1309,433.1154,0.338,-14712,53986.41,false
47.04,-0.0123,113.3198,0.1143,3432828,2541070,false
29.92,-0.1471,198.6074,0.1671,-40193,146075.36,false
26.94,-0.1802,432.7795,0.3633,-100410,21297.27,false
48.1,0.0164,113.3116,0.1178,3162702,2748680.8,false
23.25,-0.2576,432.3524,0.4019,-177306,-34161.31,false
28.41,-0.0109,198.2589,0.2018,-224434,140988.86,false
21.37,-0.0614,431.6226,0.4233,-253284,-85032.57,true
43.83,-0.0032,113.2832,0.125,2648215,2737127.2,false
24.2,-0.141,198.0208,0.224,-352786,47805.69,false
20.96,0.0497,431.3082,0.4397,-279172,-55656.65,true
35.76,-0.0575,113.2204,0.1231,1815022,2270852.2,false
30.56,-0.1126,113.1281,0.1274,871470,1579714.2,true
23.34,-0.0548,197.6496,0.2562,-648402,-47099.25,false
21.15,0.0475,197.0763,0.303,-971877,-368536.66,false
19.8,-0.0127,196.9352,0.3097,-1187187,-386821.38,false
26.33,-0.0492,430.5729,0.5075,-371735,-181655.45,true
38.49,0.0248,112.947,0.1528,638099,1578736.5,true
17.59,-0.038,196.785,0.3276,-1449243,-507139.94,false
15.39,-0.0798,196.607,0.3469,-1716375,-619401.06,false
13.34,-0.126,196.3964,0.339,-1978248,-813887.5,false
13.05,-0.1099,196.2202,0.3506,-2156023,-673145.94,false
11.45,-0.0512,196.0346,0.3656,-2386091,-806062.75,false
9.06,-0.0992,195.7634,0.3762,-2749953,-978554.5,false
42.75,-0.0297,112.9333,0.1675,463557,1641087,true
19.07,-0.0972,195.6085,0.3776,-2624327,-853488.56,false
15.89,0.0169,195.3855,0.4091,-2891922,-930898.75,false
20.39,0.158,194.9324,0.4905,-3006031,-1089243.5,false
19.07,-0.0548,194.7177,0.5201,-3454859,-1108315,false
16.29,-0.1936,194.4053,0.5651,-3702860,-1310470.4,false
44.23,-0.1056,112.9644,0.1521,1659232,1599827,true
22.4,0.1129,193.8102,0.6062,-3464306,-1562386.4,false
20.23,0.1408,193.6562,0.6098,-3634421,-1744349.9,false
21.22,0.0967,193.5437,0.6062,-3289528,-1563981.5,false
19.98,0.0699,193.4309,0.6148,-3607499,-1667640.9,true
53.12,-0.2503,432.3829,0.4905,17203,-142125.69,false
50.07,-0.335,432.5061,0.4741,-13894,-150180.25,false
48.34,-0.0949,113.0833,0.1424,1439254,1021523.5,true
45.44,-0.3562,432.6148,0.4698,-38397,-165520.4,true
44.14,-0.0891,113.0995,0.1356,1002506,721443.25,true
46.22,-0.258,432.6929,0.474,-11105,-159679.7,true
43.31,-0.061,113.0934,0.1342,504971,584043.75,true
30.58,-0.0038,193.6966,0.4424,-3710326,-1488305.2,false
30.34,-0.0694,193.8288,0.4474,-3963199,-1385471.6,false
26.33,-0.1291,193.761,0.4388,-4048435,-1487389.2,false
32.8,-0.1012,193.7456,0.4345,-3905982,-1382374.2,false
29.88,0.022,193.4627,0.3692,-4177419,-1629248.2,true
54.06,0.005,113.1781,0.1209,750066,79610.71,true
30.6,-0.0521,193.3591,0.3685,-3970593,-1549367.6,true
46.03,-0.1828,433.1086,0.3322,212873,-87126.44,false
61.11,-0.1137,113.0459,0.1187,3586322,1736042,true
49.4,-0.1568,193.3439,0.3056,-3249520,-1198873.2,false
41.14,-0.4052,433.1267,0.3362,207992,-93489.28,true
59.1,-0.1234,113.1034,0.1198,3429961,1887787,true
44.65,-0.1206,193.3447,0.3068,-3279023,-1258250.1,true
40.19,-0.3696,433.104,0.3342,224372,-84789.95,true
42.21,-0.1536,193.3402,0.2922,-3174073,-1150989.6,true
37.11,-0.2174,432.9968,0.3438,242677,-58577.27,true
49.36,-0.0913,193.3456,0.3033,-3100756,-1055053.5,true
59.61,-0.0706,113.6325,0.1268,4335389,3776683.8,false
58.29,-0.0993,113.6885,0.1258,3819071,3963871.5,false
52.06,-0.0958,113.7223,0.1286,3915457,3926446.2,false
46.47,-0.1077,432.8778,0.3189,437325,55423.92,true
53.5,-0.0319,113.7445,0.1234,4343760,3723710.8,false
45.6,-0.1261,432.8667,0.3152,393552,48194.89,true
54.72,-0.154,193.9493,0.2485,-1138968,188187.84,false
50.59,-0.0604,432.8844,0.3102,353923,27434.96,true
50.28,-0.0942,193.991,0.2359,-784464,66913.69,true
49.09,0.0241,113.7335,0.1066,3785850,3386603.2,false
56.67,-0.0523,194.0454,0.2545,-415848,362917.88,false
53.94,0.0053,113.7567,0.1101,4196606,3493076.2,false
50.48,-0.0228,113.7766,0.1067,3617688,3152218.5,false
43.29,-0.0184,113.7673,0.1067,2989711,2923769.8,false
50.6,-0.0446,194.7499,0.2464,321007,713773.7,false
38.7,-0.0507,113.7481,0.1088,2475879,2808485.5,false
47.46,-0.0325,113.7651,0.1175,2552557,2931019.2,false
36.2,-0.0236,113.6849,0.1232,1903409,2493112.2,true
46.5,-0.1499,194.7216,0.2532,38315,325463.28,true
33.17,-0.0988,113.6099,0.1211,1917717,2193217.2,true
43.47,-0.172,194.6677,0.2589,36770,332610.7,true
56.24,-0.2179,433.297,0.2599,75384,5563.69,true
38.21,-0.0786,113.5706,0.1243,2392863,2498563.2,true
41.2,-0.1393,194.601,0.2508,-201389,219011.38,true
40.88,-0.0312,113.5111,0.1134,2593090,2793574.2,true
42.98,-0.1026,194.5218,0.2611,439797,137860.81,true
46.9,-0.0192,113.5156,0.1116,2621260,2749451.2,true
50.95,-0.0312,113.5339,0.0914,1841339,2370951.8,false
48.55,-0.0299,113.624,0.095,214660,864893.94,false
51.55,-0.0549,113.6287,0.0926,636264,1172481.9,false
